district,timestamp,lat,lon,temp,feels_like,pressure,humidity,clouds,wind_speed,wind_deg,weather_main,weather_desc,PM2_5
Bang Phlat,1742137200,13.7951,100.5015,304.56,310.61,1010,66,20,3.6,190,Clouds,few clouds,69.33
Bang Phlat,1742360400,13.7951,100.5015,305.66,307.01,1015,44,16,3.63,56,Clouds,few clouds,102.19
Din Daeng,1741964400,13.7663,100.5562,302.09,305.39,1011,68,46,5.6,185,Clouds,scattered clouds,48.24
Bueng Kum,1742054400,13.7895,100.6558,302.13,307.62,1010,79,20,5.66,210,Clouds,few clouds,36.81
Bueng Kum,1742374800,13.7895,100.6558,307.06,309.5,1010,44,20,5.66,50,Clouds,few clouds,50.07
Khlong Toei,1742137200,13.7126,100.5582,303.09,306.69,1010,64,33,4.65,190,Clouds,scattered clouds,69.33
Suan Luang,1742137200,13.7212,100.6406,304.6,310.11,1010,64,35,5.05,191,Clouds,scattered clouds,61.75
Chom Thong,1742360400,13.6853,100.4674,304.87,305.56,1015,43,16,4.5,69,Clouds,few clouds,102.19
Lat Phrao,1742180400,13.8078,100.5701,305.03,312.03,1012,71,20,2.57,150,Clouds,few clouds,27.85
Khan Na Yao,1741906800,13.8159,100.6669,302.05,309.05,1011,99,82,2.25,180,Clouds,broken clouds,54.02
Khan Na Yao,1742245200,13.8159,100.6669,301.33,307.66,1010,91,20,2.57,200,Clouds,few clouds,103.6
Wang Thonglang,1741802400,13.7889,100.612,302.09,306.12,1009,72,88,4.79,197,Clouds,overcast clouds,36.31
Wang Thonglang,1741996800,13.7889,100.612,300.22,302.48,1011,74,59,3.85,181,Clouds,broken clouds,49.5
Khlong Sam Wa,1742101200,13.8647,100.7351,308.12,315.12,1010,70,20,3.09,190,Clouds,few clouds,58.58
Bang Rak,1741946400,13.7259,100.5283,308.09,314.08,1008,51,34,5.27,179,Clouds,scattered clouds,22.05
Bang Khen,1742097600,13.8644,100.5843,308.21,315.21,1011,56,20,3.6,180,Clouds,few clouds,22.43
Bang Kapi,1742097600,13.7554,100.6309,308.25,315.25,1011,56,96,4.21,187,Clouds,overcast clouds,56.54
Pathum Wan,1741971600,13.7445,100.5342,302.1,305.77,1010,70,46,5.52,183,Clouds,scattered clouds,38.29
Min Buri,1741982400,13.8053,100.755,301.98,308.98,1009,89,20,3.6,200,Clouds,few clouds,16.2
Min Buri,1742306400,13.8053,100.755,303.47,308.47,1011,68,20,4.63,200,Clouds,few clouds,36.44
Lat Krabang,1742158800,13.7262,100.7562,301.96,307.37,1008,80,20,3.09,170,Clouds,few clouds,49.42
Samphanthawong,1741957200,13.7408,100.5137,302.2,305.09,1010,65,10,5.04,183,Clear,clear sky,36.99
Bangkok Yai,1742292000,13.7314,100.4806,309.43,316.1,1008,48,58,3.14,231,Clouds,broken clouds,43.47
Huai Khwang,1741878000,13.7788,100.5759,301.82,308.22,1010,86,72,5.73,186,Clouds,broken clouds,51.02
Huai Khwang,1742151600,13.7788,100.5759,302.09,306.12,1008,72,12,4.82,180,Clouds,few clouds,49.11
Khlong San,1741816800,13.7348,100.5042,302.09,306.9,1008,76,46,3.71,186,Clouds,scattered clouds,51.59
Khlong San,1742122800,13.7348,100.5042,308.09,312.92,1006,48,48,5.54,159,Clouds,scattered clouds,51.18
Khlong San,1742277600,13.7348,100.5042,309.33,316.33,1011,52,48,2.6,144,Clouds,scattered clouds,86.97
Taling Chan,1741870800,13.7702,100.4429,304.81,311.81,1009,99,80,5.88,178,Clouds,broken clouds,21.46
Bang Khun Thian,1742288400,13.6703,100.4578,309.74,316.74,1008,49,56,3.22,216,Clouds,broken clouds,47.75
Nong Khaem,1741856400,13.7153,100.3792,309.23,313.95,1006,44,78,5.32,168,Clouds,broken clouds,17.72
Din Daeng,1741942800,13.7663,100.5562,308.65,314.62,1008,49,42,4.74,183,Clouds,scattered clouds,22.25
Sathon,1742058000,13.7211,100.5289,302.1,305.95,1010,71,75,4.71,189,Clouds,broken clouds,33.55
Bang Sue,1741824000,13.8009,100.5297,301.88,306.19,1009,75,64,2.88,195,Clouds,broken clouds,68.69
Bang Sue,1741928400,13.8009,100.5297,307.53,313.12,1011,52,87,4.46,185,Clouds,overcast clouds,34.64
Chatuchak,1742176800,13.8166,100.5557,303.4,310.4,1012,78,20,3.09,110,Clouds,few clouds,25.77
Suan Luang,1741978800,13.7212,100.6406,302.12,306.57,1010,74,2,5.17,185,Clear,clear sky,30.32
Don Mueang,1741975200,13.9125,100.5989,301.11,305.61,1010,83,20,2.06,200,Clouds,few clouds,56.91
Lat Phrao,1741795200,13.8078,100.5701,303.12,308.12,1009,70,20,3.6,200,Clouds,few clouds,36.13
Lat Phrao,1741845600,13.8078,100.5701,308.06,315.06,1008,55,97,4.75,186,Clouds,overcast clouds,32.88
Lat Phrao,1741968000,13.8078,100.5701,302.09,306.7,1011,75,20,3.6,190,Clouds,few clouds,43.34
Lat Phrao,1742004000,13.8078,100.5701,306.44,313.44,1012,61,33,3.98,183,Clouds,scattered clouds,68.51
Watthana,1741986000,13.7369,100.5847,301.11,304.14,1009,73,7,4.22,184,Clear,clear sky,32.63
Sai Mai,1741950000,13.9248,100.6385,307.88,314.88,1008,79,99,4.64,186,Clouds,overcast clouds,38.74
Khan Na Yao,1742302800,13.8159,100.6669,304.47,309.79,1010,64,20,4.63,190,Clouds,few clouds,33.7
Wang Thonglang,1741892400,13.7889,100.612,301.49,304.64,1009,71,17,3.87,189,Clouds,few clouds,57.47
Wang Thonglang,1741903200,13.7889,100.612,301.16,304.24,1009,73,79,2.99,183,Clouds,broken clouds,50.92
Wang Thonglang,1742310000,13.7889,100.612,304.66,310.25,1012,64,47,3.76,170,Clouds,scattered clouds,51.5
Wang Thonglang,1742328000,13.7889,100.612,302.82,304.33,1012,54,58,3.53,97,Clouds,broken clouds,68.81
Dusit,1742094000,13.7842,100.5117,307.04,314.04,1012,61,94,3.61,190,Clouds,overcast clouds,39.75
Bang Rak,1741856400,13.7259,100.5283,308.52,315.52,1006,52,86,5.14,184,Clouds,overcast clouds,27.28
Bang Rak,1742119200,13.7259,100.5283,309.86,316.86,1006,50,36,6.28,159,Clouds,scattered clouds,44.36
Bang Rak,1742382000,13.7259,100.5283,307.04,309.18,1010,43,35,3.75,94,Clouds,scattered clouds,68.41
Bang Khen,1741863600,13.8644,100.5843,307.35,312.7,1006,52,40,4.63,170,Clouds,scattered clouds,38.5
Bang Khen,1741964400,13.8644,100.5843,302.12,306.57,1011,74,20,3.09,190,Clouds,few clouds,48.24
Bang Kapi,1742205600,13.7554,100.6309,306.99,310.55,1008,48,100,4.02,188,Clouds,overcast clouds,30.43
Bang Kapi,1742324400,13.7554,100.6309,303.91,307.26,1012,59,21,3.8,90,Clouds,few clouds,67.77
Pathum Wan,1742227200,13.7445,100.5342,302.99,307.8,1012,70,8,5.23,187,Clear,clear sky,29.52
Pathum Wan,1742396400,13.7445,100.5342,303.43,303.84,1016,45,100,5.51,84,Clouds,overcast clouds,72.77
Pom Prap Sattru Phai,1742000400,13.7504,100.5097,301.21,303.67,1012,68,20,4.23,181,Clouds,few clouds,58.43
Lat Krabang,1742202000,13.7262,100.7562,308.54,313.57,1007,47,40,4.63,190,Clouds,scattered clouds,27.77
Yannawa,1742137200,13.6896,100.5369,304.6,310.11,1010,64,35,5.05,191,Clouds,scattered clouds,69.33
Samphanthawong,1742086800,13.7408,100.5137,303.7,310.7,1011,93,80,3.48,181,Clouds,broken clouds,32.44
Bangkok Yai,1742007600,13.7314,100.4806,307.57,313.6,1013,53,27,4.14,187,Clouds,scattered clouds,33.71
Huai Khwang,1741885200,13.7788,100.5759,301.91,305.19,1010,69,41,4.69,196,Clouds,scattered clouds,51.04
Huai Khwang,1742040000,13.7788,100.5759,305.86,312.86,1009,69,81,5.31,180,Clouds,broken clouds,44.68
Khlong San,1742090400,13.7348,100.5042,304.43,311.43,1012,85,90,3.44,193,Clouds,overcast clouds,36.94
Taling Chan,1742148000,13.7702,100.4429,303.93,310.45,1009,71,20,3.6,150,Clouds,few clouds,52.62
Bangkok Noi,1742234400,13.7634,100.4735,304.21,310.02,1011,67,11,3.45,193,Clouds,few clouds,31.39
Phasi Charoen,1741878000,13.7214,100.4357,299.13,299.13,1010,67,74,5.83,186,Clouds,broken clouds,25.08
Phasi Charoen,1742108400,13.7214,100.4357,310.31,317.31,1008,48,8,4.93,169,Clear,clear sky,34.87
Phasi Charoen,1742140800,13.7214,100.4357,304.78,311.17,1010,66,35,5.07,190,Clouds,scattered clouds,60.1
Din Daeng,1742256000,13.7663,100.5562,300.2,302.44,1012,74,58,2.44,168,Clouds,broken clouds,136.12
Sathon,1742036400,13.7211,100.5289,307.62,314.62,1008,59,93,4.89,182,Clouds,overcast clouds,57.64
Sathon,1742072400,13.7211,100.5289,301.22,304.81,1009,76,100,3.88,190,Clouds,overcast clouds,30.9
Sathon,1742299200,13.7211,100.5289,307.71,313.55,1010,52,64,4.17,193,Clouds,broken clouds,45.34
Sathon,1742310000,13.7211,100.5289,304.66,310.25,1012,64,47,3.76,170,Clouds,scattered clouds,83.98
Bang Sue,1742076000,13.8009,100.5297,301.11,304.56,1009,76,100,3.54,184,Clouds,overcast clouds,34.34
Chatuchak,1742259600,13.8166,100.5557,301.22,305.75,1013,82,20,1.54,90,Clouds,few clouds,128.15
Khlong Toei,1741870800,13.7126,100.5582,302.56,309.56,1009,93,71,5.97,178,Clouds,broken clouds,46.83
Khlong Toei,1742158800,13.7126,100.5582,303.35,308.18,1008,68,12,3.68,172,Clouds,few clouds,58.82
Don Mueang,1742328000,13.9125,100.5989,301.57,303.37,1012,61,20,1.54,110,Clouds,few clouds,82.76
Lat Phrao,1741946400,13.8078,100.5701,308.12,314.15,1009,51,63,4.62,183,Clouds,broken clouds,22.05
Lat Phrao,1742094000,13.8078,100.5701,307.08,314.08,1012,60,20,3.6,190,Clouds,few clouds,38.02
Watthana,1742245200,13.7369,100.5847,301.1,304.26,1010,74,26,2.72,182,Clouds,scattered clouds,56.36
Sai Mai,1741856400,13.9248,100.6385,308.18,315.18,1005,82,92,5.25,194,Clouds,overcast clouds,32.58
Khan Na Yao,1742155200,13.8159,100.6669,302.13,307.0,1008,76,20,3.09,160,Clouds,few clouds,46.59
Saphan Sung,1742014800,13.761,100.6726,307.34,314.34,1011,67,40,4.12,210,Clouds,scattered clouds,58.02
Khlong Sam Wa,1742238000,13.8647,100.7351,302.39,309.39,1011,89,20,4.63,190,Clouds,few clouds,106.04
Bang Khen,1741838400,13.8644,100.5843,307.26,314.26,1011,63,96,3.81,190,Rain,light rain,43.16
Bang Kapi,1741870800,13.7554,100.6309,302.56,309.56,1009,93,71,5.97,178,Clouds,broken clouds,46.83
Bang Kapi,1742335200,13.7554,100.6309,300.09,300.45,1013,49,58,3.92,83,Clouds,broken clouds,57.24
Pathum Wan,1741935600,13.7445,100.5342,308.65,314.62,1009,49,78,5.35,186,Clouds,broken clouds,25.4
Pathum Wan,1742356800,13.7445,100.5342,304.38,305.19,1016,45,11,4.53,70,Clouds,few clouds,121.16
Pom Prap Sattru Phai,1741816800,13.7504,100.5097,302.09,306.9,1008,76,46,3.71,186,Clouds,scattered clouds,51.59
Pom Prap Sattru Phai,1742032800,13.7504,100.5097,308.79,315.79,1008,51,91,4.69,167,Clouds,overcast clouds,65.15
Phra Khanong,1742148000,13.7088,100.6022,304.11,310.05,1009,68,9,5.61,182,Clear,clear sky,49.97
Lat Krabang,1742302800,13.7262,100.7562,304.47,309.79,1010,64,20,4.63,190,Clouds,few clouds,45.83
Lat Krabang,1742346000,13.7262,100.7562,299.96,300.8,1016,57,20,5.14,100,Clouds,few clouds,55.24
Yannawa,1742050800,13.6896,100.5369,302.12,306.19,1010,72,69,5.22,191,Clouds,broken clouds,11.37
Yannawa,1742083200,13.6896,100.5369,301.12,304.73,1010,77,100,4.24,177,Clouds,overcast clouds,12.26
Samphanthawong,1742094000,13.7408,100.5137,307.04,314.04,1012,61,94,3.61,190,Clouds,overcast clouds,39.75
Samphanthawong,1742378400,13.7408,100.5137,307.57,309.88,1010,42,19,3.64,86,Clouds,few clouds,70.11
Phaya Thai,1741989600,13.7719,100.5385,301.09,304.1,1009,73,9,3.9,181,Clear,clear sky,35.2
Thon Buri,1741960800,13.7229,100.4907,302.13,305.47,1011,68,24,5.59,184,Clouds,few clouds,29.06
Huai Khwang,1741917600,13.7788,100.5759,305.87,310.03,1012,54,100,3.16,178,Clouds,overcast clouds,89.8
Huai Khwang,1742374800,13.7788,100.5759,308.16,310.69,1010,41,13,3.62,80,Clouds,few clouds,74.54
Khlong San,1741942800,13.7348,100.5042,308.65,314.62,1008,49,42,4.74,183,Clouds,scattered clouds,22.25
Bangkok Noi,1741960800,13.7634,100.4735,302.13,305.47,1011,68,24,5.59,184,Clouds,few clouds,29.06
Bangkok Noi,1741964400,13.7634,100.4735,302.13,305.83,1011,70,45,5.68,185,Clouds,scattered clouds,27.71
Bangkok Noi,1742058000,13.7634,100.4735,302.13,306.21,1010,72,72,4.72,189,Clouds,broken clouds,18.84
Bangkok Noi,1742310000,13.7634,100.4735,304.81,310.62,1012,64,41,3.75,172,Clouds,scattered clouds,83.98
Bang Khun Thian,1741935600,13.6703,100.4578,308.69,314.71,1009,49,82,5.31,184,Clouds,broken clouds,3.88
Phasi Charoen,1741964400,13.7214,100.4357,302.13,305.83,1011,70,45,5.68,185,Clouds,scattered clouds,27.71
Phasi Charoen,1742086800,13.7214,100.4357,305.55,309.93,1011,56,75,3.61,182,Clouds,broken clouds,32.44
Bang Phlat,1742374800,13.7951,100.5015,308.5,311.35,1010,41,16,3.39,65,Clouds,few clouds,74.54
Din Daeng,1741838400,13.7663,100.5562,306.39,313.39,1011,68,94,4.01,190,Clouds,overcast clouds,43.16
Din Daeng,1742223600,13.7663,100.5562,303.09,307.81,1012,69,8,5.04,187,Clear,clear sky,33.08
Sathon,1742284800,13.7211,100.5289,309.86,316.86,1008,50,51,2.99,180,Clouds,broken clouds,52.76
Chatuchak,1741986000,13.8166,100.5557,301.09,305.72,1009,84,20,2.57,180,Clouds,few clouds,32.63
Chatuchak,1742216400,13.8166,100.5557,303.49,309.03,1010,70,20,5.14,190,Clouds,few clouds,50.02
Suan Luang,1742209200,13.7212,100.6406,307.09,312.81,1008,54,100,4.16,182,Clouds,overcast clouds,42.14
Lat Phrao,1742202000,13.8078,100.5701,308.77,314.91,1008,49,20,3.09,180,Clouds,few clouds,57.99
Sai Mai,1742065200,13.9248,100.6385,301.15,305.72,1009,83,20,2.57,190,Clouds,few clouds,49.78
Khan Na Yao,1741867200,13.8159,100.6669,303.51,310.51,1008,87,75,7.2,50,Clouds,broken clouds,43.34
Khan Na Yao,1742148000,13.8159,100.6669,302.96,307.73,1009,70,20,5.14,170,Clouds,few clouds,47.68
Khlong Sam Wa,1742324400,13.8647,100.7351,302.96,304.89,1012,56,20,3.6,110,Clouds,few clouds,51.52
Phra Nakhon,1741903200,13.7563,100.5018,301.16,304.24,1009,73,79,2.99,183,Clouds,broken clouds,50.92
Phra Nakhon,1742126400,13.7563,100.5018,305.99,309.99,1008,53,42,4.45,113,Clouds,scattered clouds,63.5
Dusit,1741813200,13.7842,100.5117,302.09,306.7,1008,75,31,3.87,184,Clouds,scattered clouds,46.6
Bang Khen,1741899600,13.8644,100.5843,302.04,309.04,1009,97,71,3.22,178,Clouds,broken clouds,55.89
Bang Khen,1741978800,13.8644,100.5843,301.11,305.61,1009,83,20,2.06,170,Clouds,few clouds,30.32
Pathum Wan,1741845600,13.7445,100.5342,307.94,314.94,1008,56,92,4.77,187,Clouds,overcast clouds,32.88
Phra Khanong,1741881600,13.7088,100.6022,301.9,305.69,1010,72,75,6.06,191,Clouds,broken clouds,51.28
Min Buri,1742112000,13.8053,100.755,309.74,316.74,1006,68,40,5.14,210,Clouds,scattered clouds,63.27
Lat Krabang,1741842000,13.7262,100.7562,305.41,312.41,1010,80,40,5.66,130,Thunderstorm,thunderstorm with light rain,9.66
Lat Krabang,1741917600,13.7262,100.7562,304.27,311.27,1013,93,98,3.21,170,Clouds,overcast clouds,23.82
Yannawa,1741896000,13.6896,100.5369,301.2,304.47,1009,74,58,3.78,189,Clouds,broken clouds,11.83
Samphanthawong,1742104800,13.7408,100.5137,309.53,316.53,1009,51,60,4.34,176,Clouds,broken clouds,32.95
Samphanthawong,1742198400,13.7408,100.5137,307.85,314.29,1008,53,100,5.49,192,Clouds,overcast clouds,44.36
Huai Khwang,1742101200,13.7788,100.5759,308.79,315.79,1010,53,81,4.23,180,Clouds,broken clouds,28.75
Khlong San,1742054400,13.7348,100.5042,302.09,305.75,1010,70,69,4.92,193,Rain,heavy intensity rain,36.81
Taling Chan,1741989600,13.7702,100.4429,301.12,305.64,1009,83,20,2.57,170,Clouds,few clouds,18.11
Bangkok Noi,1741856400,13.7634,100.4735,307.49,310.02,1006,43,84,5.06,181,Clouds,broken clouds,17.72
Bangkok Noi,1742360400,13.7634,100.4735,304.87,305.56,1015,43,16,4.5,69,Clouds,few clouds,102.19
Bang Khun Thian,1742385600,13.6703,100.4578,305.67,307.03,1012,44,47,3.92,101,Clouds,scattered clouds,67.2
Rat Burana,1742342400,13.6865,100.4925,301.42,302.32,1015,54,56,4.12,77,Clouds,broken clouds,103.19
Din Daeng,1741824000,13.7663,100.5562,301.88,306.19,1009,75,64,2.88,195,Clouds,broken clouds,68.69
Din Daeng,1741885200,13.7663,100.5562,301.91,305.19,1010,69,41,4.69,196,Clouds,scattered clouds,51.04
Bueng Kum,1742166000,13.7895,100.6558,302.25,309.25,1009,90,40,2.57,140,Clouds,scattered clouds,53.64
Bueng Kum,1742194800,13.7895,100.6558,308.53,315.53,1008,53,20,4.12,160,Clouds,few clouds,34.67
Sathon,1742331600,13.7211,100.5289,302.33,303.58,1012,54,53,4.06,90,Clouds,broken clouds,108.93
Bang Sue,1742227200,13.8009,100.5297,302.99,307.8,1012,70,8,5.23,187,Clear,clear sky,43.97
Bang Sue,1742331600,13.8009,100.5297,302.33,303.58,1012,54,53,4.06,90,Clouds,broken clouds,76.3
Khlong Toei,1741892400,13.7126,100.5582,301.49,304.64,1009,71,17,3.87,189,Clouds,few clouds,57.47
Suan Luang,1742047200,13.7212,100.6406,303.12,308.12,1010,70,64,4.97,177,Clouds,broken clouds,40.32
Suan Luang,1742274000,13.7212,100.6406,307.31,314.12,1012,56,41,3.04,151,Clouds,scattered clouds,53.19
Ratchathewi,1742205600,13.7547,100.5342,306.99,310.55,1008,48,100,4.02,188,Clouds,overcast clouds,29.25
Ratchathewi,1742378400,13.7547,100.5342,307.57,309.88,1010,42,19,3.64,86,Clouds,few clouds,70.11
Lat Phrao,1742209200,13.8078,100.5701,307.21,314.21,1008,59,20,3.6,180,Clouds,few clouds,44.85
Watthana,1742115600,13.7369,100.5847,309.89,316.89,1006,51,16,5.31,181,Clouds,few clouds,40.54
Sai Mai,1742230800,13.9248,100.6385,302.15,307.68,1012,79,20,4.12,170,Clouds,few clouds,111.97
Wang Thonglang,1742065200,13.7889,100.612,301.2,304.62,1009,75,100,4.53,192,Clouds,overcast clouds,31.22
Wang Thonglang,1742097600,13.7889,100.612,308.25,315.25,1011,56,96,4.21,187,Clouds,overcast clouds,56.54
Wang Thonglang,1742281200,13.7889,100.612,309.74,316.74,1009,51,62,3.29,158,Clouds,broken clouds,26.21
Phra Nakhon,1741906800,13.7563,100.5018,301.05,304.15,1010,74,83,2.63,189,Clouds,broken clouds,54.02
Phra Nakhon,1742011200,13.7563,100.5018,307.51,314.51,1012,56,25,4.11,191,Clouds,scattered clouds,70.78
Bang Rak,1742029200,13.7259,100.5283,307.69,314.69,1008,58,88,4.4,190,Clouds,overcast clouds,65.15
Bang Rak,1742043600,13.7259,100.5283,303.99,308.93,1010,65,16,4.42,173,Clouds,few clouds,39.89
Bang Kapi,1741813200,13.7554,100.6309,302.09,306.7,1008,75,31,3.87,184,Clouds,scattered clouds,46.6
Pom Prap Sattru Phai,1742317200,13.7504,100.5097,304.05,309.07,1012,65,37,3.75,167,Clouds,scattered clouds,78.99
Phra Khanong,1741842000,13.7088,100.6022,305.6,308.1,1010,49,87,4.9,184,Clouds,overcast clouds,35.65
Phra Khanong,1741964400,13.7088,100.6022,302.12,306.19,1011,72,38,6.04,185,Clouds,scattered clouds,48.24
Phaya Thai,1742000400,13.7719,100.5385,301.21,303.67,1012,68,20,4.23,181,Clouds,few clouds,58.43
Phaya Thai,1742382000,13.7719,100.5385,307.04,309.18,1010,43,35,3.75,94,Clouds,scattered clouds,68.41
Thon Buri,1742025600,13.7229,100.4907,309.18,315.48,1008,48,72,5.32,187,Clouds,broken clouds,24.87
Thon Buri,1742050800,13.7229,100.4907,302.13,305.65,1010,69,56,4.62,192,Clouds,broken clouds,20.93
Thon Buri,1742284800,13.7229,100.4907,310.16,317.16,1008,48,52,3.87,191,Clouds,broken clouds,52.76
Khlong San,1741806000,13.7348,100.5042,302.09,306.5,1008,74,14,4.34,197,Clouds,few clouds,39.42
Khlong San,1742007600,13.7348,100.5042,307.38,314.38,1013,59,27,4.02,188,Clouds,scattered clouds,110.33
Khlong San,1742104800,13.7348,100.5042,309.53,316.53,1009,51,60,4.34,176,Clouds,broken clouds,32.95
Bang Khun Thian,1742050800,13.6703,100.4578,302.13,305.65,1010,69,56,4.62,192,Clouds,broken clouds,8.71
Nong Khaem,1741892400,13.7153,100.3792,300.83,303.69,1009,74,41,3.82,183,Clouds,scattered clouds,35.99
Nong Khaem,1741903200,13.7153,100.3792,300.37,303.07,1009,77,85,2.9,188,Clouds,overcast clouds,42.25
Nong Khaem,1742162400,13.7153,100.3792,303.71,309.05,1008,68,14,3.74,154,Clouds,few clouds,22.74
Rat Burana,1741852800,13.6865,100.4925,308.5,314.67,1007,50,76,5.1,182,Clouds,broken clouds,10.39
Rat Burana,1742162400,13.6865,100.4925,303.61,308.81,1009,68,17,3.93,154,Clouds,few clouds,72.04
Bang Phlat,1742378400,13.7951,100.5015,308.03,311.07,1010,43,16,3.21,69,Clouds,few clouds,70.11
Din Daeng,1742119200,13.7663,100.5562,309.86,316.86,1006,50,36,6.28,159,Clouds,scattered clouds,44.36
Din Daeng,1742205600,13.7663,100.5562,306.99,310.55,1008,48,100,4.02,188,Clouds,overcast clouds,29.25
Din Daeng,1742338800,13.7663,100.5562,300.09,300.51,1014,50,62,3.9,82,Clouds,broken clouds,100.6
Bueng Kum,1741942800,13.7895,100.6558,306.49,313.49,1010,72,56,4.5,190,Clouds,broken clouds,22.25
Bueng Kum,1742101200,13.7895,100.6558,308.12,315.12,1010,70,20,3.09,190,Clouds,few clouds,56.33
Bueng Kum,1742324400,13.7895,100.6558,302.96,304.89,1012,56,20,3.6,110,Clouds,few clouds,67.77
Sathon,1741824000,13.7211,100.5289,301.88,306.19,1009,75,64,2.88,195,Clouds,broken clouds,68.69
Bang Sue,1742126400,13.8009,100.5297,305.99,309.99,1008,53,42,4.45,113,Clouds,scattered clouds,134.92
Chatuchak,1741946400,13.8166,100.5557,308.12,314.15,1009,51,63,4.62,183,Clouds,broken clouds,22.05
Prawet,1741982400,13.7196,100.6698,301.98,308.98,1009,89,20,3.6,200,Clouds,few clouds,31.09
Prawet,1742324400,13.7196,100.6698,302.96,304.89,1012,56,20,3.6,110,Clouds,few clouds,67.77
Chom Thong,1741813200,13.6853,100.4674,302.13,307.0,1008,76,29,3.87,184,Clouds,scattered clouds,16.07
Watthana,1741845600,13.7369,100.5847,307.94,314.94,1008,56,92,4.77,187,Clouds,overcast clouds,32.88
Sai Mai,1742292000,13.9248,100.6385,308.44,315.44,1008,55,20,4.12,90,Clouds,few clouds,18.61
Khan Na Yao,1742115600,13.8159,100.6669,309.94,316.94,1006,68,40,4.12,220,Clouds,scattered clouds,69.98
Saphan Sung,1741863600,13.761,100.6726,306.49,313.49,1006,75,40,4.63,170,Clouds,scattered clouds,38.5
Saphan Sung,1742007600,13.761,100.6726,305.91,312.91,1012,79,23,3.95,193,Clouds,few clouds,110.33
Bang Khen,1742360400,13.8644,100.5843,306.48,308.69,1015,45,18,3.31,54,Clouds,few clouds,63.31
Pom Prap Sattru Phai,1741957200,13.7504,100.5097,302.2,305.09,1010,65,10,5.04,183,Clear,clear sky,36.99
Phra Khanong,1741878000,13.7088,100.6022,300.12,301.96,1010,70,79,6.22,186,Clouds,broken clouds,51.02
Phra Khanong,1742004000,13.7088,100.6022,305.17,311.87,1012,65,29,4.53,184,Clouds,scattered clouds,68.51
Yannawa,1741878000,13.6896,100.5369,300.12,301.96,1010,70,79,6.22,186,Clouds,broken clouds,10.0
Samphanthawong,1742277600,13.7408,100.5137,309.33,316.33,1011,52,48,2.6,144,Clouds,scattered clouds,86.97
Thon Buri,1742144400,13.7229,100.4907,304.23,310.66,1010,69,30,4.88,188,Clouds,scattered clouds,54.89
Bangkok Yai,1742335200,13.7314,100.4806,301.99,303.09,1013,54,61,3.92,83,Clouds,broken clouds,106.55
Huai Khwang,1742360400,13.7788,100.5759,305.11,306.12,1015,44,18,4.37,66,Clouds,few clouds,102.19
Khlong San,1742166000,13.7348,100.5042,300.33,302.79,1009,75,26,3.2,148,Clouds,scattered clouds,87.0
Taling Chan,1741935600,13.7702,100.4429,308.69,314.71,1010,49,87,5.26,183,Clouds,overcast clouds,12.65
